diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Solomon Islands,2016,Male",27.52,23.96,31.03
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Solomon Islands,2016,Female",18.45,15.8,20.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Somalia,2016,Both sexes",21.44,19.21,23.68
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Somalia,2016,Male",21.95,19.69,24.32
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Somalia,2016,Female",20.93,18.71,23.19
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Africa,2016,Both sexes",16.49,13.46,19.75
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Africa,2016,Male",18.15,14.76,21.78
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Africa,2016,Female",14.89,11.94,18.12
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Sudan,2016,Both sexes",17.92,15.92,19.95
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Sudan,2016,Male",18.02,16.07,20.1
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Sudan,2016,Female",17.81,15.68,19.94
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Spain,2016,Both sexes",11.28,6.85,16.22
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Spain,2016,Male",12.14,8.17,16.28
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Spain,2016,Female",10.44,5.44,16.48
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Both sexes",44.75,36.26,53.02
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Male",53.08,43.1,62.71
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Female",37.01,29.42,44.22
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Both sexes",50.3,43.84,57.13
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Male",54.95,47.58,62.49
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Female",45.66,39.52,52.23
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Both sexes",21.87,17.55,26.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Male",27.1,22.07,32.54
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Female",16.59,12.92,20.55
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Both sexes",10.77,5.36,17.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Male",11.57,6.63,17.5
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Female",9.97,4.19,18
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Both sexes",13.32,7.94,19.65
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Male",13.86,8.99,19.06
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Female",12.79,6.67,20.26
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Both sexes",31.13,25.51,37.18
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Male",33.92,28.26,39.71
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Female",28.29,22.55,34.2
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Both sexes",32.76,25.2,42.52
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Male",35.5,27.58,45.61
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Female",29.99,22.83,39.49
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Both sexes",20.87,15.6,26.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Male",23.97,18.21,30.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Female",17.91,12.81,23.59
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Both sexes",20.32,17.57,22.97
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Male",20.38,17.61,23.1
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Female",20.25,17.34,23.04
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Both sexes",29.07,25.78,32.57
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Male",30.52,26.93,34.17
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Female",27.63,24.23,31.08
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Both sexes",20.22,15.02,26.18
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Male",26.78,20.11,34.26
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Female",13.6,9.65,18.3
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Both sexes",25.34,20.01,30.36
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Male",28.82,23.43,33.86
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Female",21.96,16.38,27.15
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Both sexes",32.83,26.11,39.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Male",38.23,30.83,45.89
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Female",27.55,21.28,34.38
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Both sexes",21.8,17.46,26.32
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Male",26.02,21.61,30.28
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Female",17.7,13.34,22.41
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Both sexes",33.76,26.64,40.77
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Male",38.18,30.8,45.29
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Female",29.47,22.49,36.49
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Both sexes",10.99,9.8,12.19
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Male",10.65,9.54,11.8
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Female",11.33,9.97,12.72
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Both sexes",101.3,74.1,130.6
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Male",100.8,78.44,125.4
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Female",101.8,69.96,136.6
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Both sexes",9.69,8.13,11.73
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Male",11.42,9.51,13.93
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Female",5.07,4.11,6.26
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Kingdom of Great Britain and Northern Ireland,2016,Both sexes",12.07,8.12,16.21
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Kingdom of Great Britain and Northern Ireland,2016,Male",14.81,10.46,19.37
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Kingdom of Great Britain and Northern Ireland,2016,Female",9.41,5.69,13.56
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Republic of Tanzania,2016,Both sexes",17.49,15.39,19.58
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Republic of Tanzania,2016,Male",17.43,15.36,19.61
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Republic of Tanzania,2016,Female",17.55,15.38,19.69
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United States of America,2016,Both sexes",13.42,8.79,18.45
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United States of America,2016,Male",15.81,10.94,20.8
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United States of America,2016,Female",11.08,6.62,16.3
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uruguay,2016,Both sexes",12.66,8.39,17.29
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uruguay,2016,Male",14,9.97,18.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uruguay,2016,Female",11.4,6.79,16.8
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uzbekistan,2016,Both sexes",38.7,29.95,49.36
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uzbekistan,2016,Male",42.98,33.85,54.12
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uzbekistan,2016,Female",34.45,25.57,44.62
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Vanuatu,2016,Both sexes",30.74,26.74,34.78
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Vanuatu,2016,Male",36.14,31.31,40.91
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Vanuatu,2016,Female",25.21,21.47,28.68
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Venezuela (Bolivarian Republic of),2016,Both sexes",15.56,11.97,19.35
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Venezuela (Bolivarian Republic of),2016,Male",19.54,15.35,23.91
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Venezuela (Bolivarian Republic of),2016,Female",11.63,8.45,15.06
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Viet Nam,2016,Both sexes",18.12,14.3,22.29
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Viet Nam,2016,Male",20.2,16.42,24.22
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Viet Nam,2016,Female",16.07,11.97,20.74
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Yemen,2016,Both sexes",42.82,35.93,50.09
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Yemen,2016,Male",46.52,38.9,54.75
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Yemen,2016,Female",39.04,32.56,45.86
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zambia,2016,Both sexes",12.17,10.77,13.63
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zambia,2016,Male",11.9,10.5,13.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zambia,2016,Female",12.44,10.81,14.01
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zimbabwe,2016,Both sexes",12.51,10.73,14.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zimbabwe,2016,Male",8.91,7.62,10.22
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zimbabwe,2016,Female",15.94,13.47,18.39
