Indicator_data,case_id,First Tooltip
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2015,Female",0.73
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2010,Both sexes",1.87
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2010,Male",3.04
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2010,Female",0.73
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2005,Both sexes",1.53
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2005,Male",2.48
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2005,Female",0.6
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2000,Both sexes",2.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2000,Male",3.43
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Madagascar,2000,Female",0.82
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2018,Both sexes",3.63
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2018,Male",6
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2018,Female",1.38
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2015,Both sexes",3.62
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2015,Male",5.97
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2015,Female",1.38
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2010,Both sexes",3.21
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2010,Male",5.29
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2010,Female",1.23
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2005,Both sexes",2.87
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2005,Male",4.73
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2005,Female",1.09
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2000,Both sexes",2.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2000,Male",4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malawi,2000,Female",0.92
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2018,Both sexes",0.85
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2018,Male",1.35
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2018,Female",0.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2015,Both sexes",0.85
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2015,Male",1.35
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2015,Female",0.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2010,Both sexes",1.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2010,Male",2.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2010,Female",0.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2005,Both sexes",1.28
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2005,Male",2.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2005,Female",0.48
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2000,Both sexes",1.53
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2000,Male",2.47
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malaysia,2000,Female",0.57
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2018,Both sexes",2.22
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2018,Male",3.45
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2018,Female",0.5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2015,Both sexes",2.07
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2015,Male",3.22
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2015,Female",0.47
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2010,Both sexes",1.65
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2010,Male",2.63
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2010,Female",0.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2005,Both sexes",1.52
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2005,Male",2.51
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2005,Female",0.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2000,Both sexes",2.04
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2000,Male",3.48
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Maldives,2000,Female",0.56
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2018,Both sexes",1.28
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2018,Male",2.2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2018,Female",0.38
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2015,Both sexes",1.25
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2015,Male",2.15
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2015,Female",0.37
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2010,Both sexes",1.09
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2010,Male",1.88
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2010,Female",0.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2005,Both sexes",1.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2005,Male",1.82
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2005,Female",0.31
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2000,Both sexes",1.15
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2000,Male",2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mali,2000,Female",0.35
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2018,Both sexes",7.99
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2018,Male",12.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2018,Female",3.56
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2015,Both sexes",7.56
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2015,Male",11.77
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2015,Female",3.38
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2010,Both sexes",6.58
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2010,Male",10.3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2010,Female",2.93
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2005,Both sexes",6.65
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2005,Male",10.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2005,Female",2.95
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2000,Both sexes",5.72
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2000,Male",8.97
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Malta,2000,Female",2.55
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2018,Both sexes",0.036
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2018,Male",0.062
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2018,Female",0.009
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2015,Both sexes",0.033
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2015,Male",0.058
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2015,Female",0.009
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2010,Both sexes",0.086
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2010,Male",0.15
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2010,Female",0.023
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2005,Both sexes",0.13
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2005,Male",0.23
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2005,Female",0.035
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2000,Both sexes",0.2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2000,Male",0.35
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritania,2000,Female",0.053
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2018,Both sexes",4.35
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2018,Male",6.97
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2018,Female",1.81
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2015,Both sexes",3.94
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2015,Male",6.31
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2015,Female",1.64
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2010,Both sexes",3.81
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2010,Male",6.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2010,Female",1.58
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2005,Both sexes",5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2005,Male",8.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2005,Female",2.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2000,Both sexes",5.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2000,Male",8.84
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mauritius,2000,Female",2.25
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2018,Both sexes",5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2018,Male",7.95
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2018,Female",2.13
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2015,Both sexes",4.92
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2015,Male",7.83
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2015,Female",2.1
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2010,Both sexes",5.21
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2010,Male",8.29
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2010,Female",2.22
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2005,Both sexes",6.48
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2005,Male",10.31
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2005,Female",2.78
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2000,Both sexes",6.43
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2000,Male",10.24
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mexico,2000,Female",2.77
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2018,Both sexes",2.48
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2018,Male",4.06
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2018,Female",0.84
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2015,Both sexes",2.44
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2015,Male",4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2015,Female",0.83
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2010,Both sexes",2.85
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2010,Male",4.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2010,Female",0.97
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2005,Both sexes",2.78
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2005,Male",4.57
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2005,Female",0.97
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2000,Both sexes",3.86
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2000,Male",6.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Micronesia (Federated States of),2000,Female",1.34
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2018,Both sexes",8.19
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2018,Male",12.79
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2018,Female",3.77
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2015,Both sexes",10.97
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2015,Male",17.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2015,Female",5.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2010,Both sexes",9.65
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2010,Male",15.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2010,Female",4.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2005,Both sexes",5.28
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2005,Male",8.21
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2005,Female",2.41
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2000,Both sexes",3.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2000,Male",4.82
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mongolia,2000,Female",1.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Montenegro,2018,Both sexes",11.47
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Montenegro,2018,Male",18.3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Montenegro,2018,Female",4.97
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Montenegro,2015,Both sexes",10.92
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Montenegro,2015,Male",17.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Montenegro,2015,Female",4.74
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Montenegro,2010,Both sexes",15.07
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Montenegro,2010,Male",23.92
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Montenegro,2010,Female",6.69
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2018,Both sexes",0.69
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2018,Male",1.22
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2018,Female",0.18
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2015,Both sexes",0.7
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2015,Male",1.24
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2015,Female",0.19
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2010,Both sexes",0.9
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2010,Male",1.59
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2010,Female",0.24
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2005,Both sexes",0.96
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2005,Male",1.69
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2005,Female",0.26
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2000,Both sexes",1.01
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2000,Male",1.79
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Morocco,2000,Female",0.28
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2018,Both sexes",2.3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2018,Male",3.86
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2018,Female",0.88
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2015,Both sexes",2.19
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2015,Male",3.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2015,Female",0.84
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2010,Both sexes",1.63
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2010,Male",2.75
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2010,Female",0.63
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2005,Both sexes",1.3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2005,Male",2.2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2005,Female",0.51
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2000,Both sexes",2.33
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2000,Male",3.98
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Mozambique,2000,Female",0.91
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2018,Both sexes",5.12
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2018,Male",8.43
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2018,Female",2.02
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2015,Both sexes",4.41
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2015,Male",7.26
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2015,Female",1.74
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2010,Both sexes",2.9
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2010,Male",4.78
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2010,Female",1.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2005,Both sexes",1.65
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2005,Male",2.71
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2005,Female",0.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2000,Both sexes",0.38
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2000,Male",0.63
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Myanmar,2000,Female",0.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2018,Both sexes",5.43
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2018,Male",9.1
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2018,Female",2.07
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2015,Both sexes",5.23
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2015,Male",8.79
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2015,Female",1.99
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2010,Both sexes",1.99
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2010,Male",3.36
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2010,Female",0.76
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2005,Both sexes",2.7
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2005,Male",4.57
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2005,Female",0.98
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2000,Both sexes",3.26
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2000,Male",5.51
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Namibia,2000,Female",1.17
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2018,Both sexes",3.71
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2018,Male",6.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2018,Female",1.26
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2015,Both sexes",3.71
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2015,Male",6.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2015,Female",1.26
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2010,Both sexes",5.73
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2010,Male",9.55
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2010,Female",1.95
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2005,Both sexes",3.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2005,Male",5.68
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2005,Female",1.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2000,Both sexes",6.04
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2000,Male",10.07
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nauru,2000,Female",2.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2018,Both sexes",2.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2018,Male",3.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2018,Female",0.76
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2015,Both sexes",2.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2015,Male",3.5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2015,Female",0.76
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2010,Both sexes",1.94
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2010,Male",3.3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2010,Female",0.71
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2005,Both sexes",1.95
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2005,Male",3.27
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2005,Female",0.69
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2000,Both sexes",1.12
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2000,Male",1.88
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nepal,2000,Female",0.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2018,Both sexes",9.61
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2018,Male",14.83
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2018,Female",4.51
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2015,Both sexes",9.55
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2015,Male",14.75
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2015,Female",4.48
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2010,Both sexes",10.21
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2010,Male",15.73
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2010,Female",4.84
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2005,Both sexes",10.71
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2005,Male",16.51
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2005,Female",5.09
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2000,Both sexes",11.08
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2000,Male",17.09
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Netherlands,2000,Female",5.27
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2018,Both sexes",10.63
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2018,Male",16.36
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2018,Female",5.19
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2015,Both sexes",10.44
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2015,Male",16.09
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2015,Female",5.09
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2010,Both sexes",11.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2010,Male",17.47
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2010,Female",5.52
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2005,Both sexes",10.92
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2005,Male",16.91
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2005,Female",5.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2000,Both sexes",10.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2000,Male",16.19
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"New Zealand,2000,Female",5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2018,Both sexes",5.18
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2018,Male",8.48
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2018,Female",2.07
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2015,Both sexes",5.03
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2015,Male",8.24
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2015,Female",2.02
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2010,Both sexes",4.79
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2010,Male",7.84
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2010,Female",1.94
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2005,Both sexes",5.3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2005,Male",8.66
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2005,Female",2.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2000,Both sexes",5.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2000,Male",8.24
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Nicaragua,2000,Female",2.07
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Niger,2018,Both sexes",0.67
