diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Both sexes",31.19,26.36,35.02
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Male",33.59,28.31,37.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Female",28.84,24.52,32.28
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Both sexes",0.25,0.2,0.3
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Male",0.31,0.23,0.37
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Female",0.2,0.16,0.23
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Both sexes",11.19,9.66,12.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Male",11.25,9.8,12.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Female",11.13,9.47,12.79
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Both sexes",6.99,5.88,8.12
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Male",5.93,5.01,6.88
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Female",8.04,6.76,9.42
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Both sexes",4.02,2.86,4.84
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Male",4.24,2.17,5.7
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Female",3.8,3.04,4.35
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Both sexes",35.19,26.73,57.91
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Male",40.07,30.85,63.45
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Female",29.98,22.06,51.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Both sexes",8.08,3.76,15.79
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Male",8.21,3.85,15.58
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Female",7.94,3.66,15.95
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Both sexes",1.93,0.86,4.47
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Male",2.44,1.1,5.57
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Female",1.38,0.6,3.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Both sexes",17.03,12.77,24.25
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Male",20.1,15.4,28.12
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Female",13.73,9.84,20.06
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Both sexes",5.26,3.59,8.49
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Male",5.37,3.78,8.24
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Female",5.15,3.36,8.73
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Both sexes",2.89,1.29,5.34
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Male",3.94,1.75,7.26
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Female",1.77,0.79,3.31
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Both sexes",14.22,9.55,22.69
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Male",15.49,10.66,24.27
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Female",12.55,7.94,20.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Both sexes",0.76,0.23,1.58
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Male",0.69,0.21,1.44
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Female",0.84,0.25,1.77
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Both sexes",0.47,0.15,1.17
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Male",0.65,0.21,1.61
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Female",0.24,0.07,0.57
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Both sexes",8.38,5.68,12.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Male",9.97,6.87,14.83
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Female",6.29,4.09,9.88
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Both sexes",1.74,0.99,3.15
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Male",1.98,1.15,3.57
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Female",1.42,0.78,2.57
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Both sexes",2.89,1.07,5.67
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Male",2.21,0.73,4.56
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Female",3.77,1.38,7.61
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Both sexes",106.6,97.33,115.4
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Male",97.59,87.58,106.5
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Female",115.6,105.9,124.2
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Both sexes",54.7,46.62,61.14
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Male",53.89,45.65,60.27
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Female",55.51,47.36,61.96
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Both sexes",0.56,0.44,0.65
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Male",0.61,0.46,0.73
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Female",0.51,0.41,0.58
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Both sexes",23.76,20.98,26.5
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Male",19.84,17.48,22.25
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Female",27.69,24.39,30.9
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Both sexes",16.25,14.28,18.25
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Male",11.71,10.17,13.3
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Female",20.8,18.23,23.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Both sexes",10.43,7.68,12.37
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Male",10.77,5.96,14.08
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Female",10.08,8.2,11.42
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Both sexes",43.53,34.06,54.91
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Male",47.29,37.47,57.64
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Female",39.73,29.3,52.71
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Both sexes",5.4,2.13,9.66
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Male",4.67,1.84,8.35
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Female",6.13,2.42,10.97
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Both sexes",3.52,1.74,5.8
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Male",5.61,2.77,9.27
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Female",1.4,0.69,2.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Both sexes",24.11,16.53,31.95
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Male",25.5,18.65,32.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Female",22.7,14.18,32.04
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Both sexes",5.95,3.01,11.98
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Male",5.26,3.05,9.56
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Female",6.65,2.98,14.48
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Both sexes",4.56,1.84,7.93
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Male",6.26,2.52,10.89
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Female",2.85,1.15,4.95
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Both sexes",87.61,75.93,101.6
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Male",89.87,77.3,104.7
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Female",85.3,74.26,98.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Both sexes",47.97,38.72,56.88
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Male",54.48,44.03,64.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Female",41.35,33.48,48.91
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Both sexes",0.36,0.26,0.45
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Male",0.44,0.31,0.56
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Female",0.28,0.21,0.35
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Both sexes",22.43,18.8,26.3
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Male",21.17,17.73,24.83
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Female",23.71,19.67,27.94
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Both sexes",10.91,9.08,13.07
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Male",8.51,7.03,10.12
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Female",13.35,10.96,16
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Both sexes",4.94,3.68,6.07
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Male",4.37,2.52,5.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Female",5.51,4.33,6.61
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Both sexes",47.68,33.81,81.22
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Male",54.82,39.73,93.71
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Female",40.69,27.75,70.92
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Both sexes",3.77,1.62,7.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Male",4.08,1.76,8.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Female",3.46,1.48,7.24
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Both sexes",1.74,0.71,3.98
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Male",2.72,1.12,6.22
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Female",0.79,0.3,1.94
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Both sexes",22.83,15.82,36.15
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Male",26.38,19.19,41.83
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Female",19.34,12.65,31.24
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Both sexes",10.06,6.47,17.14
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Male",11.04,7.46,18.59
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Female",9.09,5.44,16.12
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Both sexes",9.27,4.29,17.93
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Male",10.6,4.81,20.64
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Female",7.97,3.7,15.84
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Both sexes",33,27.87,38.88
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Male",35.79,30.15,41.98
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Female",30.23,25.22,35.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Both sexes",5.37,3.97,7.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Male",5.84,4.3,7.67
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Female",4.91,3.64,6.43
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Both sexes",1.31,0.79,1.83
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Male",1.55,0.91,2.21
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Female",1.08,0.67,1.5
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Both sexes",15.3,11.98,18.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Male",17.42,13.89,20.95
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Female",13.21,9.88,16.78
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Both sexes",4.43,3.24,6.09
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Male",4.33,3.25,5.77
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Female",4.53,3.25,6.26
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Both sexes",6.47,4.19,8.83
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Male",6.56,3.6,9.66
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Female",6.37,4.23,8.51
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Both sexes",92.7,79.78,101.6
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Male",95.63,81.33,106.6
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Female",89.62,76.44,98.52
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Both sexes",19.49,15.75,22.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Male",19.05,15.37,21.96
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Female",19.95,16.07,22.66
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Both sexes",5.86,4.32,7.1
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Male",7.6,5.28,9.47
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Female",4.04,3.08,4.77
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Both sexes",34.44,28.97,39.3
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Male",36.19,30.5,41.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Female",32.6,26.93,37.73
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Both sexes",21.04,17.15,24.8
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Male",18.66,14.97,22.3
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Female",23.53,18.82,27.68
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Both sexes",11.96,7.39,15.33
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Male",14.27,6.3,20.31
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Female",9.53,7.22,11.19
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Both sexes",97.05,84.11,110.3
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Male",115.2,99.8,130.9
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Female",79.27,68.03,90.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Both sexes",6.68,5.42,7.8
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Male",8.47,6.89,9.93
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Female",4.92,4.02,5.75
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Both sexes",6.38,4.59,8.02
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Male",9.74,6.89,12.43
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Female",3.08,2.34,3.74
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Both sexes",46.4,38.8,54.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Male",56.09,47.43,65.45
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Female",36.88,29.99,43.74
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Both sexes",33.76,28.2,39.5
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Male",36.52,30.53,42.9
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Female",31.07,25.81,36.44
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Both sexes",3.53,2.53,4.43
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Male",4.05,2.35,5.54
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Female",3.01,2.35,3.61
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Both sexes",139.8,99.21,181.9
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Male",148.4,106.9,189
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Female",131.5,91.46,177.4
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Both sexes",3.58,2.27,4.79
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Male",4.06,2.59,5.48
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Female",3.11,2,4.12
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Both sexes",17.68,10.22,25.3
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Male",25.73,14.55,37.27
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Female",9.85,5.78,13.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Both sexes",59.05,41.43,77.86
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Male",66.8,47.88,86.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Female",51.49,34.22,70.34
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Both sexes",49.15,31.55,71.14
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Male",38.69,25.78,54.38
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Female",59.33,36.78,87.16
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Both sexes",10.02,5.85,13.94
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Male",12.76,6.51,19.55
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Female",7.34,4.61,9.87
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Both sexes",40.26,33.34,50.42
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Male",42.81,36.02,52.5
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Female",37.75,30.64,48.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Both sexes",5.89,4.05,8.18
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Male",6.07,4.17,8.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Female",5.72,3.95,7.95
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Both sexes",2.22,1.28,3.31
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Male",3.95,2.28,5.87
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Female",0.53,0.3,0.82
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Both sexes",22.56,17.09,28.78
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Male",22.96,17.76,28.93
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Female",22.18,16.49,28.79
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Both sexes",6.09,4.16,9.27
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Male",5.85,4.12,8.64
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Female",6.33,4.23,9.83
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Both sexes",3.42,1.97,5.08
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Male",3.91,2.2,5.84
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Female",2.93,1.71,4.41
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Both sexes",64.22,58.1,70.03
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Male",62.53,56.12,68.73
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Female",65.82,59.4,71.48
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Both sexes",38.03,32.27,42.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Male",38.91,32.91,43.94
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Female",37.2,31.7,41.71
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Both sexes",0.67,0.53,0.8
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Male",0.81,0.61,0.99
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Female",0.55,0.44,0.63
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Both sexes",10.59,9.21,11.94
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Male",9.64,8.43,10.83
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Female",11.5,9.87,13.16
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Both sexes",11.09,9.46,12.68
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Male",9.34,7.97,10.79
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Female",12.76,10.84,14.65
