diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"South Sudan,2016,Both sexes",70.42,60.03,78.55
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"South Sudan,2016,Male",72.28,61.33,80.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"South Sudan,2016,Female",68.55,58.39,76.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Spain,2016,Both sexes",2.45,0.67,5.22
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Spain,2016,Male",2.47,0.67,5.25
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Spain,2016,Female",2.44,0.67,5.19
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Both sexes",12.45,9.97,14.82
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Male",14.49,11.59,17.45
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Female",10.57,8.53,12.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Both sexes",28.92,23.59,33.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Male",26.27,21.32,30.46
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Female",31.56,25.7,36.28
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Both sexes",8.67,5.96,11.59
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Male",9.61,6.59,12.85
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Female",7.72,5.32,10.32
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Both sexes",1.17,0.11,3.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Male",1.18,0.11,3.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Female",1.16,0.11,3.39
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Both sexes",2.14,0.63,4.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Male",1.91,0.56,3.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Female",2.37,0.7,4.84
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Both sexes",3.24,2.42,4.09
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Male",3.5,2.61,4.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Female",2.98,2.22,3.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Both sexes",15.21,10.97,20.02
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Male",15.83,11.48,20.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Female",14.59,10.46,19.19
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Both sexes",25.58,17.87,33.93
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Male",27.06,18.76,36.16
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Female",24.16,16.95,31.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Both sexes",30.36,25.56,34.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Male",29.32,24.61,33.35
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Female",31.44,26.45,35.62
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Both sexes",58.28,49.41,65.36
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Male",64,54.03,72.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Female",52.6,44.69,58.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Both sexes",11.68,7.74,15.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Male",11.54,7.55,15.23
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Female",11.83,7.85,15.42
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Both sexes",4.79,2.88,6.94
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Male",4.93,2.95,7.16
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Female",4.64,2.79,6.74
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Both sexes",7.02,5.04,8.99
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Male",7.19,5.14,9.22
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Female",6.86,4.93,8.8
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Both sexes",2.93,2.22,3.68
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Male",3.52,2.67,4.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Female",2.36,1.79,2.97
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Both sexes",4.98,2.76,7.55
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Male",5.87,3.25,8.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Female",4.12,2.28,6.25
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Both sexes",46.91,39.81,52.25
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Male",47.54,40.23,53.18
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Female",46.28,39.43,51.44
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Both sexes",2.51,1.4,3.69
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Male",3.7,2.05,5.46
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Female",1.49,0.83,2.22
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Both sexes",1.1,0.79,1.51
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Male",1.14,0.82,1.55
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Female",1.01,0.72,1.4
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Kingdom of Great Britain and Northern Ireland,2016,Both sexes",5.56,1.68,11.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Kingdom of Great Britain and Northern Ireland,2016,Male",4.84,1.46,9.79
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Kingdom of Great Britain and Northern Ireland,2016,Female",6.26,1.89,12.65
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Republic of Tanzania,2016,Both sexes",43.13,36.69,48.35
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Republic of Tanzania,2016,Male",43.78,37.09,49.39
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Republic of Tanzania,2016,Female",42.49,36.18,47.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United States of America,2016,Both sexes",1.26,0.22,3.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United States of America,2016,Male",1.25,0.22,3.04
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United States of America,2016,Female",1.27,0.22,3.1
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uruguay,2016,Both sexes",4.14,1.49,8.13
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uruguay,2016,Male",3.7,1.34,7.27
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uruguay,2016,Female",4.55,1.62,8.89
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uzbekistan,2016,Both sexes",4.35,2.79,6.28
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uzbekistan,2016,Male",4.72,3.01,6.79
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uzbekistan,2016,Female",3.99,2.54,5.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Vanuatu,2016,Both sexes",15.27,12.82,17.39
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Vanuatu,2016,Male",16.66,13.85,19.04
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Vanuatu,2016,Female",13.85,11.73,15.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Venezuela (Bolivarian Republic of),2016,Both sexes",3.66,1.85,5.86
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Venezuela (Bolivarian Republic of),2016,Male",3.82,1.91,6.11
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Venezuela (Bolivarian Republic of),2016,Female",3.5,1.78,5.61
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Viet Nam,2016,Both sexes",7.92,6.13,9.66
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Viet Nam,2016,Male",8.79,6.76,10.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Viet Nam,2016,Female",7.07,5.45,8.56
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Yemen,2016,Both sexes",23.04,18.13,27.47
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Yemen,2016,Male",20.9,16.5,24.93
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Yemen,2016,Female",25.22,19.82,30.05
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Zambia,2016,Both sexes",38.9,32.77,44.01
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Zambia,2016,Male",40.24,33.6,45.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Zambia,2016,Female",37.58,31.87,42.45
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Zimbabwe,2016,Both sexes",39.01,32.29,44.94
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Zimbabwe,2016,Male",39.55,32.61,45.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Zimbabwe,2016,Female",38.5,31.85,44.31
