diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Vincent and the Grenadines,2016,Male",5.16,2.77,7.81
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Vincent and the Grenadines,2016,Female",1.68,0.91,2.59
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Samoa,2016,Both sexes",7.47,4.13,10.21
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Samoa,2016,Male",10.42,4.25,15.56
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Samoa,2016,Female",4.32,3.11,5.24
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sao Tome and Principe,2016,Both sexes",14.26,10.01,17.6
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sao Tome and Principe,2016,Male",13.68,6.74,18.8
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sao Tome and Principe,2016,Female",14.83,10.93,17.55
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saudi Arabia,2016,Both sexes",2.04,1.3,2.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saudi Arabia,2016,Male",2.09,1.31,3.06
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saudi Arabia,2016,Female",1.98,1.26,3
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Senegal,2016,Both sexes",6.28,4.62,7.71
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Senegal,2016,Male",6.67,3.77,9.05
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Senegal,2016,Female",5.91,4.61,6.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Serbia,2016,Both sexes",15.99,9.25,23.55
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Serbia,2016,Male",19.13,9.87,29.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Serbia,2016,Female",12.98,7.49,18.87
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Seychelles,2016,Both sexes",5.31,2.32,11.89
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Seychelles,2016,Male",6.98,3.01,15.74
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Seychelles,2016,Female",3.68,1.58,8.44
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sierra Leone,2016,Both sexes",8.68,6.46,10.32
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sierra Leone,2016,Male",7.51,3.75,10.12
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sierra Leone,2016,Female",9.82,7.79,11.22
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Singapore,2016,Both sexes",1.8,0.86,2.98
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Singapore,2016,Male",2.91,1.38,4.81
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Singapore,2016,Female",0.73,0.35,1.21
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovakia,2016,Both sexes",3.86,1.87,6.59
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovakia,2016,Male",5.18,2.48,8.75
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovakia,2016,Female",2.61,1.26,4.71
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovenia,2016,Both sexes",5.38,2.65,8.71
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovenia,2016,Male",6.14,2.88,9.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovenia,2016,Female",4.63,2.29,7.65
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Solomon Islands,2016,Both sexes",9.52,5.6,12.27
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Solomon Islands,2016,Male",12.69,5.6,17.87
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Solomon Islands,2016,Female",6.24,4.83,7.26
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Somalia,2016,Both sexes",5.09,3.56,6.15
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Somalia,2016,Male",6.06,3.3,7.96
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Somalia,2016,Female",4.11,3.32,4.67
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Africa,2016,Both sexes",9.2,5.96,12.62
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Africa,2016,Male",11.22,6.54,16.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Africa,2016,Female",7.25,4.92,9.75
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Sudan,2016,Both sexes",5.54,4.14,6.52
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Sudan,2016,Male",5.78,3.34,7.46
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"South Sudan,2016,Female",5.29,4.33,5.96
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Spain,2016,Both sexes",6.13,2.02,11.5
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Spain,2016,Male",8.11,2.67,15.22
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Spain,2016,Female",4.22,1.39,7.93
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Both sexes",12.46,8.26,16.01
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Male",14.17,6.45,20.4
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Female",10.88,8,13.09
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Both sexes",7.31,5.39,8.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Male",7.4,4.44,9.88
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Female",7.22,5.71,8.53
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Both sexes",3.24,1.95,4.68
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Male",3.57,2.01,5.39
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Female",2.92,1.81,4.13
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Both sexes",2.44,0.39,5.74
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Male",2.18,0.35,5.15
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Female",2.69,0.43,6.34
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Both sexes",3.9,1.36,7.19
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Male",4.25,1.48,7.84
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Female",3.56,1.24,6.56
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Both sexes",2.1,1.24,3.03
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Male",2.3,1.34,3.33
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Female",1.89,1.12,2.74
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Both sexes",6.79,4.26,9.4
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Male",7.09,4.1,10.35
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Female",6.49,4.04,8.76
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Both sexes",14.3,9.03,20.01
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Male",18.13,10.2,27.62
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Female",10.64,7.07,14.43
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Both sexes",6.62,4.56,8.11
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Male",7.04,3.46,9.59
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Female",6.17,4.89,7.15
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Both sexes",8.23,6.18,9.71
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Male",7.54,4.15,9.96
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Female",8.91,7.24,10.17
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Both sexes",8.89,4.88,12.78
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Male",12.02,5.12,18.97
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Female",5.74,3.65,7.75
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Both sexes",3.24,1.71,5.04
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Male",4.39,2.31,6.85
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Female",2.12,1.12,3.31
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Both sexes",5.04,2.9,7.39
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Male",5.82,3.36,8.56
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Female",4.28,2.48,6.29
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Both sexes",9,5.23,13.1
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Male",12.23,7.11,17.82
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Female",5.86,3.4,8.53
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Both sexes",1.24,0.63,1.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Male",1.47,0.74,2.37
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Female",1.01,0.51,1.63
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Both sexes",4.95,3.85,5.76
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Male",4.58,2.72,5.86
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Female",5.32,4.39,6
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Both sexes",5.42,2.73,8.57
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Male",8.07,3.99,12.92
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Female",3.14,1.63,4.94
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Both sexes",1.41,0.82,2.06
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Male",1.68,0.97,2.46
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Female",0.7,0.42,1.06
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Kingdom of Great Britain and Northern Ireland,2016,Both sexes",6.5,2.31,11.93
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Kingdom of Great Britain and Northern Ireland,2016,Male",6.73,2.39,12.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Kingdom of Great Britain and Northern Ireland,2016,Female",6.27,2.23,11.51
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Republic of Tanzania,2016,Both sexes",4.74,3.47,5.66
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Republic of Tanzania,2016,Male",4.73,2.5,6.28
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Republic of Tanzania,2016,Female",4.75,3.83,5.41
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United States of America,2016,Both sexes",4.7,1.25,9.62
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United States of America,2016,Male",4.61,1.22,9.44
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United States of America,2016,Female",4.79,1.27,9.8
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uruguay,2016,Both sexes",6.2,2.31,11.12
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uruguay,2016,Male",7.74,2.75,14.08
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uruguay,2016,Female",4.76,1.85,8.5
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uzbekistan,2016,Both sexes",1.5,0.83,2.23
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uzbekistan,2016,Male",1.7,0.92,2.62
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uzbekistan,2016,Female",1.3,0.71,1.93
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Vanuatu,2016,Both sexes",10.08,5.84,13.09
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Vanuatu,2016,Male",13.57,6.11,19.34
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Vanuatu,2016,Female",6.51,4.98,7.59
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Venezuela (Bolivarian Republic of),2016,Both sexes",3.18,1.54,5.05
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Venezuela (Bolivarian Republic of),2016,Male",3.32,1.57,5.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Venezuela (Bolivarian Republic of),2016,Female",3.04,1.48,4.78
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Viet Nam,2016,Both sexes",9.97,6.82,13
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Viet Nam,2016,Male",11.23,6.38,15.98
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Viet Nam,2016,Female",8.74,6.4,11
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Yemen,2016,Both sexes",6.92,4.97,8.79
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Yemen,2016,Male",7.19,4.37,9.78
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Yemen,2016,Female",6.64,4.96,8.17
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zambia,2016,Both sexes",3.98,2.88,4.81
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zambia,2016,Male",3.9,2.05,5.28
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zambia,2016,Female",4.07,3.21,4.68
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zimbabwe,2016,Both sexes",5.88,4.26,7.26
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zimbabwe,2016,Male",5.54,2.74,7.66
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Zimbabwe,2016,Female",6.19,4.73,7.3
